,sentences,source,article_id
58172,"""Addressing concerns about rising deferred production costs for the 787, McNerney said it reflects investments to improve longterm productivity and that labor costs are ""coming down more slowly than we anticipated.",Reuters,11878
93979,"When Hospira was spun off from Abbott Laboratories ABT.N in 2004, Abbott retained a sizable and profitable medical nutrition business.",Reuters,14888
94657,"Socalled ""smart beta"" funds track a bespoke index that has been tweaked to weight it in different ways, using factors such as stocks' cheapness or price momentum.",Reuters,14944
100958,The accident at the Zhongrong Metal Products Co Ltd plant in Kunshan city in the eastern province of Jiangsu was China's worst industrial accident in a year.,Reuters,15432
24836,"Swiss asset managers were among the biggest investors in Madoff's scheme, with firms based in Geneva particularly hard hit.",Reuters,5161
41690,"One hurdle is the fees that major stores charge food makers to gain shelf space, which can run into the hundreds of thousands of dollars.",Reuters,9229
110089,The additional 14 deaths occurred after the 13 fatalities that GM has connected to defective ignition switches.,Reuters,16907
40783,[KOHLB.UL] took the company private in 2007 for $7.2 billion.,Reuters,8999
60101,"Last November, regulators fined six major banks a total of $4.3 billion for failing to stop traders from trying to manipulate the foreign exchange market, following a yearlong global investigation.",Reuters,12076
75288,Batista has said he was legally obliged to sell the stock to pay debts that had become due.,Reuters,13509
43410,"Last year, he correctly predicted that U.S. Treasury yields would fall, not rise as many had forecast, because inflationary pressures were nonexistent and technical factors, including aging demographics, were at play.",Reuters,9553
83202,"The S&P 500 (SPX) briefly turned negative for the year on Wednesday, though S&P 500 emini futures  added 0.4 percent, which might portend a more stable day ahead on Wall Street as investors await more U.S. data.",Reuters,14093
33851,"""We believe you will conclude that the merger would substantially lessen competition in violation of the antitrust laws, and should be blocked,"" they said in the letter.",Reuters,7317
104534,"Gold <XAU=> dipped as buyers cashed in on some of its 1.5 percent overnight jump, while the Japanese yen <JPY=> and U.S. government bonds <US10YT=RR>  investors' traditional goto safehaven assets  both gave up some ground.",Reuters,15761
22076,"If each car involved is found to be in noncompliance, the penalty could be $18 billion, an EPA official confirmed during the telephone conference on Friday.",Reuters,4548
60942,"""The concept is to sort of take this as an alternative to sodas, especially as we're seeing more and more consumer backlash to carbonated soft drinks in Latin America as well as Europe,"" said Jonas Feliciano, senior beverages analyst at Euromonitor.",Reuters,12160
29001,Schlumberger has said it has eight onshore refracking clients in North America.,Reuters,6288
44099,That is still a small share of MasterCard's around 2.2 billion cards in use globally.,Reuters,9701
8273,"Work said he only sounded out Sajjan when the two met in Halifax, Nova Scotia, adding: ""I wasn't here to put any pressure on.",Reuters,1861
26464,"Still, some Syngenta shareholders expressed disappointment over the scuttled deal and questioned Syngenta's ability to improve its financial fortunes.",Reuters,5553
70587,"That could save the company about $275 million from 2015 to 2018, based on a range of Wall Street earnings projections, it said.",Reuters,13144
104132,"At 1337 GMT, they were up 1.9 percent at 290.5 pence, topping the FTSE100 index.",Reuters,15728
71419,"The case is U.S. v Deutsche Bank AG et al, U.S. District Court, Southern District of New York, No. 1409669.",Reuters,13198
47963,"In Itaboraí, new office parks, hotels, stores and highrise apartments stand empty.",Reuters,10375
14200,Germany has ordered comprehensive tests on diesel models.,Reuters,3019
13825,"""Corporate results also helped push European stocks higher (FTEU3) (EU), with brewing giant  Heineken  (AS:HEIN) topping the FTSEurofirst 300 leaderboard with a near 4 percent rise after reporting strong sales.",Reuters,2944
79049,The improved guidance comes after Europe's largest lowcost carrier introduced a series of customer service improvements and offered a new business fare with free checkedin baggage and the ability to make flight changes.,Reuters,13796
39429,"SOVIET COLLAPSECuba's communist government first opened to international firms in the 1990s amid economic crisis caused by the collapse of the Soviet Union, its main ally and benefactor.",Reuters,8675
14515,"""We have had a pretty good rally in risk assets since the beginning of October ...",Reuters,3073
21131,"The deal, announced on Thursday, could be seen as the latest sign of U.S. exporters' unhappiness at the winding down of the U.S. ExportImport Bank, which lent money to foreign customers of U.S. exporters.",Reuters,4334
67197,"About 8.3 billion shares changed hands on U.S. exchanges, above the 5.5 billion average for the last five sessions, according to BATS Global Markets.",Reuters,12790
33771,"The bank paid an effective tax rate of 25 percent, down from 30 percent in the same quarter last year, as its tax bill dropped 13 percent to $2.81 billion.",Reuters,7308
17785,"Most recently he served as the executive vice president of food in which he was tasked by Greg Foran, the head of the U.S. operations, with improving the grocery operations with a focus on fresh food.",Reuters,3714
67621,Add in dividends and the advance is 15 percent.,Reuters,12854
17596,"""This is very, very clear.",Reuters,3697
71908,"In its latest move Sears said last month it might sell up to 300 stores to a real estate investment trust (REIT), which would then lease the properties back to Sears.",Reuters,13242
87655,"The AIG bailout, on the heels of the Lehman Brothers collapse in 2008, preceded the ""too big to fail"" auto and bank bailouts the federal government undertook during a U.S. financial crisis underpinned by faulty mortgage lending.",Reuters,14410
21072,"""Consumption is not done by government.",Reuters,4328
63390,"David MacLennan, who has led Cargill for the past 13 months, also revealed that unrest in Ukraine had affected plans for the company's expansion in the Black Sea, a key grainproducing region.",Reuters,12405
79852,"""The construction industry as a whole has several times the amount of work it used to have before the disaster.",Reuters,13830
31968,"The world's largest construction and mining equipment maker reported secondquarter net income of $710 million, or $1.16 per share, down from $999 million, or $1.57 a share a year earlier.",Reuters,6936
32043,The Commission said in a statement its preliminary view was that each of the six studios and Sky UK had agreed contractual restrictions preventing EU consumers outside Britain and Ireland from accessing films shown by the broadcaster.,Reuters,6943
78369,"Bill's recent decision to resign, the perception has been that there has been a dramatic shift at Pimco,"" Pimco CEO Doug Hodge said in a letter to clients last month.",Reuters,13754
37857,"""He was eternally optimistic that a deal could be done when he started one,"" Jack Welch, former Chairman and Chief Executive of  General Electric  Co, (N:GE) told Reuters.",Reuters,8314
102631,"No charges have been filed against Leach, 43, the paper said.",Reuters,15582
29413,He is happy with the move despite the higher cost of living there.,Reuters,6367
14549,"""We look forward to presenting the details of these gains to local union leaders and the membership.",Reuters,3086
57944,The leadership team of Morgan Stanley's wealth management business has been visiting brokerage offices around the country to reassure advisers and clients in the wake of the data theft.,Reuters,11856
26274,The euro rose a third of one percent above 136 yen.,Reuters,5528
2697,"The new campaign, discussed last week at a closeddoor meeting of 2,000 group managers, is VW's latest attempt to regain the initiative in rebuilding its reputation following a sharp drop in sales in some markets, including the United States and Britain.",Reuters,655
31596,"""Swedish said he intended to remain CEO of the combined company for two years, and afterward become chairman.",Reuters,6866
47042,Analysts have expressed concern that Boeing might have to cut prices to shore up any production gap.,Reuters,10225
75932,"For the first time, the platform will also be able to manage and make secure medical diagnostic equipment, industrial machinery and even cars.",Reuters,13570
1139," Mitsubishi Motors (T:7211) said on Thursday it would close its sole production plant in the United States as the Japanese automaker cuts losses on dwindling sales in North America and a strong U.S. dollar, which has stymied returns.",Reuters,233
47618,"""They want to maintain their pricing and their image and will have to take some of the competitive knocks that go with that.",Reuters,10301
7329,"Sonnenbatterie this week announced a 3,599 euro small battery  a discounted price available if the buyer joins the company's SonnenCommunity scheme.",Reuters,1610
18998,"""The decline in orders from abroad paints a dim picture,"" said Thomas Gitzel, an economist at VP Bank.",Reuters,3925
1572,He added VW's workers should not be made to bear the responsibility for the misconduct of those who carried out the emissions test cheating.,Reuters,329
104060,"Shares in Julius Baer had fallen by around 9 percent since the Credit Suisse settlement, lagging an index of European banks which was down by 2.6 percent since then.",Reuters,15724
13147,U.S. Treasury yields also slipped back from this week's highs.,Reuters,2816
91548,They also doubt that fund managers do enough trading on their own to justify a new stock market.,Reuters,14690
83113,"Stocks have been sliding in recent days on worries about the health of the global economy, and bank shares have been hit hard.",Reuters,14084
42575,"""There was a time when we used a lot.",Reuters,9391
52780,"The fourthquarter effect was about $18.66 billion, according to Koester.",Reuters,11200
20449," Japan Tobacco Inc has agreed to pay 600 billion yen ($5 billion) in cash for Reynolds American (NYSE:RAI) Inc's Natural American Spirit tobacco business outside the United States, the two companies said in separate statements on Tuesday.",Reuters,4208
39965,"""Decisions about modular platforms must be taken in Wolfsburg,"" Osterloh said, adding that the group's headquarters in Wolfsburg should receive the power to oversee whether the brands are complying with the platforms' specifications.",Reuters,8806
99601,Russia said on Wednesday it would ban all food imports from the United States and all fruit and vegetables from Europe in a strongerthanexpected answer to Western sanctions for Moscow's support for separatists in Ukraine.,Reuters,15334
2031,"Plc will pay more than $13.75 million to settle a U.S. regulator's charges that it allowed customers to make more than 6,100 unsuitable mutual fund switches, and failed to provide some customers discounts on large fund transactions.",Reuters,487
56788,"An official at the procurement agency said there were many reasons why local makers might be preferred, including sheer weight of numbers and the fact that domestic security technology firms offered more product guarantees than overseas rivals.",Reuters,11721
85026,"WhatsApp works across different types of phones, across borders, and without advertising.",Reuters,14216
106121,"Miner Alcoa Inc AA.N reported results after Wall Street closed that beat analysts' expectations, but that was not enough to help European equities recover after posting their biggest fall in three months on Tuesday.",Reuters,15938
33994,"""Greece's leftist Prime Minister Alexis Tsipras faces a showdown on Tuesday with rebels in his own party, furious at his capitulation to German demands for one of the most sweeping austerity packages ever demanded of a euro zone government.",Reuters,7356
62776,"The company has said it plans to open 10 U.S., companyoperated restaurants each year and could eventually grow to at least 450 locations.",Reuters,12336
88680,"Still, Rohler is watching pro football games on television.",Reuters,14480
110111,             A February 2005 entry in the congressional committee's chronology illustrates that engineers were grappling with what to do about the defective ignition switches.,Reuters,16915
70657, (Reporting By Jed Horowitz.,Reuters,13149
22693,"The incident has launched a social media campaign called #IStandWithAhmed, which was the No. 1 trending topic in the United States on Twitter for most of Wednesday with nearly 1 million tweets, many critical of the school district and police.",Reuters,4671
50175,"More toy company deals are expected in 2015, according to Reuters interviews with private equity firms.",Reuters,10744
78882,"GM has given Feinberg  a Washington attorney who has overseen compensation for victims of the Sept. 11 attacks and the Deepwater Horizon oil spill, among others  free rein to determine eligibility criteria and approve or reject claims.",Reuters,13789
31083,"New Yorkbased McGraw Hill said it expected the deal to add to diluted earnings per share in 2016, excluding amortization and special items.",Reuters,6769
101226,TMobile shares closed up 6.5 percent at $32.94 on the New York Stock Exchange.,Reuters,15456
73391,"The ruptured inflator involved in the 2002 Honda recall was not mentioned by Schostek in the Senate hearing because ""it is not relevant to the issues associated with the Takata air bag inflator ruptures that were the subject of the hearing,"" the spokesman said.",Reuters,13352
1601,"The bank stressed on Monday that its independence after the death of Hans Vontobel, the largest single shareholder, had been ""a matter of great importance"" to him.",Reuters,340
7893,"The U.S. economy grew at a 2.1 percent pace in the thirdquarter, compared with an earlier estimate of 1.5 percent, data showed, but consumer sentiment in November was the weakest since September 2014 ahead of the crucial holiday shopping season.",Reuters,1752
105336,That is down from 260 deals worth $34 billion at the Paris Airshow last year.,Reuters,15823
11786,It rose as high as $1.0834 per euro on Thursday before steadying.,Reuters,2572
55764,"In line with such gains spreadbetters forecast a slightly higher open for Britain's FTSE (FTSE), Germany's DAX (GDAXI) and France's CAC (FCHI).",Reuters,11572
53497,"Group Inc (N:KFT) and Kellogg Co (N:K).Besides the Annie's purchase, General Mills has altered its Yoplait yogurt to appeal to healthconscious consumers by simplifying ingredients and removing high fructose corn syrup and artificial colors and flavors.",Reuters,11272
103345,The news injected some life into a sluggish session and helped China's CSI300 index of leading Shanghai and Shenzhen,Reuters,15642
64482,"Salesforce declined to comment, while the other companies were not immediately available for comment.",Reuters,12506
71059,"The Justice Department said it sought the extension in part because it had obtained information about ""possible historical violations"" of U.S. sanctions laws that took place after 2007.",Reuters,13171
76366,"The central bank, whose boss Mark Carney is leading global regulatory efforts to reform financial benchmarks, has dismissed Mallet but said he had not done anything illegal or improper.",Reuters,13608
32409,"An Aberdeen affiliate had a very small equity holding in Toshiba as of endMay, Reuters data shows.",Reuters,7011
102852,"""O'Shea has a ""buy"" rating on BSkyB shares.",Reuters,15598
48559,"Volvo, meanwhile, plans to use the CMA platform to upgrade its small vehicles, producing them at the new China assembly plant and in Europe.",Reuters,10460
60577,"""Those investigations include a ""forensic audit"" of the oil industry set up by OkonjoIweala.",Reuters,12122
90145,"Shamrock Farms, a Phoenixbased milk producer, began selling its ""Rockin' Refuel"" muscle building milk in 2009 with added protein.",Reuters,14578
34358," American Airlines Group Inc on Friday lowered its plans for capacity growth in the United States, seeming to heed investors' calls to slow its expansion in light of weakerthanexpected travel demand.",Reuters,7426
64163,"State Street said fourthquarter revenue from foreign exchange trading was $168 million, up 34 percent from the yearago period.",Reuters,12475
11171,I have said 'one day' and this 'one day' is perhaps after the launch of the socalled A380neo.,Reuters,2456
78869,Bionym said its Nymi wristband is the world's first biometrically authenticated wearable payment pilot.,Reuters,13788
65709,"""He views our parts procurement reform as one experimental way.",Reuters,12655
1862,"""The diesel passenger car could sooner or later disappear from these markets,"" Elmar Degenhart said in an interview with markets daily BoersenZeitung published on Thursday.",Reuters,412
101860,"Laws on food safety are incomplete and responsibility in enforcing them is unclear, making it difficult for regulators to do their jobs, Gao Guan, deputy secretarygeneral of the China Meat Association, told Reuters.",Reuters,15514
46539,"The changes come as the company faces slumping sales, as teens increasingly move away from the brand, according to the Washington Post.",Reuters,10139
107726,"A leveraged buyback would increase the amount of Allergan's debt, making its balance sheet less attractive to a wouldbe acquirer.",Reuters,16091
25713,"""The release of U.S. ADP employment on Wednesday and nonfarm payrolls on Friday will be key in analyzing the quantum of a September rate hike,"" Angus Nicholson, market analyst at trading services provider IG in Melbourne, wrote in a note to clients.",Reuters,5424
88611,"GM on Tuesday confirmed plans to set up Cadillac as a separate business unit with de Nysschen as president, while shifting the brand's headquarters from Detroit to New York.",Reuters,14474
37192,It was unclear how much money WalMart would receive as a result of the changes.,Reuters,8132
29326,"That means understanding what the auditor did is critical,"" said Nobuo Gohara, a lawyer hired by Ernst & Young ShinNihon to review its audit of Olympus Corp following its accounting scandal in 2011.",Reuters,6355
103699," (Additional reporting by Ran Kim, Shimizu Ritsuko and Olivier Fabre in TOKYO and Adam Jourdan in SHANGHAI; Editing by Ian Geoghegan)",Reuters,15676
38563,"""Of course fixed income takes up a lot of capital but actually it generates more than 20 percent of the group's revenues.",Reuters,8460
41436,News of WalMart's move was first reported by The Wall Street Journal.,Reuters,9181
67767,"The leftwing Syriza party, which opposes Greece's EU/IMF bailout and which is leading in opinion polls, has said it wants to abandon the many of the drastic spending cuts that are central to Greece's rehabilitation program.",Reuters,12867
101447,"We're caught in a holding pattern until we get more mediumterm guidance,"" Liberum analyst Ben Bourne said.",Reuters,15475
3737,Energy and material stocks were down as crude oil prices fell on fresh evidence of growing global oversupply.,Reuters,856
106517,DE saw its shares slip down 0.5 percent.,Reuters,15973
24531,"It has been softening for the past 18 to 24 months,"" Saunders added.",Reuters,5094
82123,"The largest gainer on the Nasdaq 100 was Illumina Inc (O:ILMN), which rose 9.2 percent and the largest decliner was Starbucks (O:SBUX), down only 0.5 percent.",Reuters,14005
91669,Major indexes finished lower after five straight weeks of gains.,Reuters,14699
44646,"""These guys have to make money.",Reuters,9806
55824,"On Tuesday Cornell outlined plans to improving Target's offering of organic and other food offerings to boost its grocery business, which accounts for onefifth of overall sales.",Reuters,11588
56951,"It supplies a quality product which knocks spots off any American product,"" Clark said.",Reuters,11741
80563,"Pfizer Chief Executive Ian Read on Tuesday said the company would rely on ""operational and financial efficiencies and remain opportunistic regarding business development.""",Reuters,13894
70893,"Investors are concerned that keeping more capital will dampen returns for shareholder for years to come, as well as slow additional dividends and stock buybacks.",Reuters,13158
34665," U.S. stocks closed higher on Thursday after Wall Street found relief in Beijing's efforts to halt a rout in Chinese stocks, which lifted markets around the world.",Reuters,7480
46844,Strategists say there is still room for the Nasdaq to rise.,Reuters,10189
45971,"""Everything looked weaker than expected,"" said Arvind Bhatia, a SterneAgee CRT analyst.",Reuters,10035
59867,"Analysts on average were expecting $1.59, according to Thomson Reuters I/B/E/S.Western Union's net income rose 28 percent to $221.5 million, or 42 cents per share, as total expenses fell 4 percent.",Reuters,12054
105991,"""This governance structure and contractual arrangement will limit your ability to influence corporate matters, including any matters determined at the board level,"" Alibaba wrote.",Reuters,15902
47003,"Sales in the company's beauty, hair and personal care products business fell for the ninth quarter in a row, dragging down P&G's total sales and volumes.",Reuters,10221
22090,"With the Fed now holding off, the sector may fall back into favor.",Reuters,4552
42486,"Trappier said there were no plans to revert to the previous proposal of splitting the two roles, which had been designed to reconcile differences between core shareholders Dassault and the French government over who should run Thales.",Reuters,9361
107585,"""We assume that Genentech's scientists see considerable potential in SERDs, because otherwise they would not have accepted this relatively high price,"" ZKB said.",Reuters,16079
98082,It's very complicated.,Reuters,15220
68359,The company said the machines could malfunction especially if used to brew more than two cups in quick succession.,Reuters,12929
105292,Bank of America lost 1.9 percent to $15.51.,Reuters,15821
9656,United Auto Workers President Dennis Williams has faced criticism from union members that he has acquiesced to jobs going south.,Reuters,2106
79983,"On Thursday, lawyers for U.S. consumers asked a federal judge in Miami to speed up a class action against Takata and four automakers, saying public safety was at stake.",Reuters,13839
33335,The case stemmed from a followup examination from another FINRA case in which UBS paid $12 million in fines in 2011 and agreed to fix certain data reporting problems.,Reuters,7190
15423,"Zurichbased Credit Suisse said net profit for the three months to endSeptember was 779 million Swiss francs ($815.37 million), compared with a predicted 921 million francs in a Reuters poll.",Reuters,3273
10702,"Brigette Perez, who makes $11 an hour working at a Del Taco restaurant in the Los Angeles suburb of Glendale, said she struggles to support her four children on the paycheck she receives.",Reuters,2326
